domain_name,problem_name,experiment_name,search_elapsed_time,solution_size,expanded_nodes,heuristic_name,heuristic_elapsed_time,total_landmarks,task_landmarks,method_landmarks,fact_landmarks,mincov_disj_landmarks,mincov_disj_elapsed_time,facts,decompositions,operators,abstract_tasks,tor_elapsed_time
Depots,p09,NOVELTY-lmcount-update,0.0607,92,733,novelty_lmcount,,,,,,,,,,,,
Depots,p15,LMCOUNT-update,0.0577,100,593,lmcount,,144,40,1,103,0,,,,,,
Depots,p15,TDG-satis,0.037,100,3412,,,,,,,,,,,,,
Depots,p15,NOVELTY-yep,0.2494,100,3575,novelty_yep,,,,,,,,,,,,
Depots,p15,NOVELTY-satistdg,0.1188,100,3412,novelty_satistdg,,,,,,,,,,,,
Depots,p15,NOVELTY-lmcount-update,0.0805,100,593,novelty_lmcount,,,,,,,,,,,,
Depots,p10,LMCOUNT-update,0.0109,37,302,lmcount,,63,15,1,47,0,,,,,,
Depots,p10,TDG-satis,0.0069,37,818,,,,,,,,,,,,,
Depots,p10,NOVELTY-yep,0.0336,37,835,novelty_yep,,,,,,,,,,,,
Depots,p10,NOVELTY-satistdg,0.0158,37,828,novelty_satistdg,,,,,,,,,,,,
Depots,p10,NOVELTY-lmcount-update,0.0142,37,302,novelty_lmcount,,,,,,,,,,,,
Factories-simple,pfile05,TDG-satis,22.5507,305,2229895,,,,,,,,,,,,,
